==== test ====
n_dim = 12
max_it = 1000, rtol = 1.00e-06
sor_omega = 1.50
solver type = "gs"

==== solver ====
solve with gs

iter	||true residual||	||relative residual||
129	04.28074073177234e-04	08.20622657856271e-05
130	04.16665928559852e-04	07.98753120447382e-05
131	04.05553784218382e-04	07.77451018789373e-05
132	03.94731105581274e-04	07.56703826037453e-05
133	03.84191531499510e-04	07.36499347799713e-05
134	03.73928870487911e-04	07.16825714931670e-05
135	03.63937097023075e-04	06.97671376439376e-05
136	03.54210347923877e-04	06.79025092540795e-05
137	03.44742918772933e-04	06.60875927805708e-05
138	03.35529260409635e-04	06.43213244432825e-05
139	03.26563975446344e-04	06.26026695571295e-05
140	03.17841814837886e-04	06.09306218744384e-05
141	03.09357674468181e-04	05.93042029306004e-05
142	03.01106591759162e-04	05.77224613939988e-05
143	02.93083742288497e-04	05.61844724176207e-05
144	02.85284436404650e-04	05.46893369901624e-05
145	02.77704115828491e-04	05.32361812845530e-05
146	02.70338350232700e-04	05.18241560022224e-05
147	02.63182833783951e-04	05.04524357102355e-05
148	02.56233381634605e-04	04.91202181687449e-05
149	02.49485926354278e-04	04.78267236469181e-05
150	02.42936514285234e-04	04.65711942242637e-05
151	02.36581301807997e-04	04.53528930747446e-05
152	02.30416551499987e-04	04.41711037303839e-05
153	02.24438628184748e-04	04.30251293238981e-05
154	02.18643994839157e-04	04.19142918041045e-05
155	02.13029208367841e-04	04.08379311258723e-05
156	02.07590915209102e-04	03.97954044077736e-05
157	02.02325846782115e-04	03.87860850593065e-05
158	01.97230814751606e-04	03.78093618731284e-05
159	01.92302706114055e-04	03.68646380830760e-05
160	01.87538478086741e-04	03.59513303843897e-05
161	01.82935152814685e-04	03.50688679190285e-05
162	01.78489811886720e-04	03.42166912243953e-05
163	01.74199590670724e-04	03.33942511473938e-05
164	01.70061672487278e-04	03.26010077275137e-05
165	01.66073282619690e-04	03.18364290485447e-05
166	01.62231682223295e-04	03.10999900709835e-05
167	01.58534162114972e-04	03.03911714414766e-05
168	01.54978036524163e-04	02.97094582948847e-05
169	01.51560636832010e-04	02.90543390540681e-05
170	01.48279305349704e-04	02.84253042371889e-05
171	01.45131389200262e-04	02.78218452848421e-05
172	01.42114234381753e-04	02.72434534219686e-05
173	01.39225180057115e-04	02.66896185632070e-05
174	01.36461553176244e-04	02.61598282819431e-05
175	01.33820663486379e-04	02.56535668537944e-05
176	01.31299799034553e-04	02.51703143944245e-05
177	01.28896222210690e-04	02.47095461010028e-05
178	01.26607166445523e-04	02.42707316191888e-05
179	01.24429833598805e-04	02.38533345424517e-05
180	01.22361392120082e-04	02.34568120594870e-05
181	01.20398976031529e-04	02.30806147592266e-05
182	01.18539684757201e-04	02.27241865981040e-05
183	01.16780583842894e-04	02.23869650380545e-05
184	01.15118706551716e-04	02.20683813523864e-05
185	01.13551056339952e-04	02.17678611004079e-05
186	01.12074610170825e-04	02.14848247626783e-05
187	01.10686322630284e-04	02.12186885300091e-05
188	01.09383130773017e-04	02.09688652324499e-05
189	01.08161959618142e-04	02.07347653928187e-05
190	01.07019728209614e-04	02.05157983884878e-05
191	01.05953356127721e-04	02.03113736996456e-05
192	01.04959770343634e-04	02.01209022233204e-05
193	01.04035912308770e-04	01.99437976324199e-05
194	01.03178745149768e-04	01.97794777550150e-05
195	01.02385260859796e-04	01.96273659529217e-05
196	01.01652487379448e-04	01.94868924791169e-05
197	01.00977495460095e-04	01.93574957934498e-05
198	01.00357405219082e-04	01.92386238192810e-05
199	09.97893923010741e-05	01.91297351246183e-05
200	09.92706935882892e-05	01.90303000167752e-05
201	09.87986123904506e-05	01.89398015372903e-05
202	09.83705230883453e-05	01.88577363521026e-05
203	09.79838751841278e-05	01.87836155279988e-05
204	09.76361967669313e-05	01.87169651969752e-05
205	09.73250973679403e-05	01.86573271035577e-05
206	09.70482702228618e-05	01.86042590385205e-05
207	09.68034939616088e-05	01.85573351628000e-05
208	09.65886337381493e-05	01.85161462240880e-05
209	09.64016418417296e-05	01.84802996740041e-05
210	09.62405578173190e-05	01.84494196911850e-05
211	09.61035081378531e-05	01.84231471184532e-05
212	09.59887054688564e-05	01.84011393218441e-05
213	09.58944475635576e-05	01.83830699787988e-05
214	09.58191158441625e-05	01.83686288061924e-05
215	09.57611736885625e-05	01.83575212318940e-05
216	09.57191644854536e-05	01.83494680219311e-05
217	09.56917094850841e-05	01.83442048684756e-05
218	09.56775054835286e-05	01.83414819459164e-05
219	09.56753223742336e-05	01.83410634414882e-05
220	09.56840005989427e-05	01.83427270666112e-05
221	09.57024485315833e-05	01.83462635553789e-05
222	09.57296398087552e-05	01.83514761528104e-05
223	09.57646106419224e-05	01.83581800995942e-05
224	09.58064571196790e-05	01.83662021149299e-05
225	09.58543325373665e-05	01.83753798846129e-05
226	09.59074447343201e-05	01.83855615505814e-05
227	09.59650534984627e-05	01.83966052133745e-05
228	09.60264680037232e-05	01.84083784408825e-05
229	09.60910443202931e-05	01.84207577910601e-05
230	09.61581829893019e-05	01.84336283469894e-05
231	09.62273266772104e-05	01.84468832672241e-05
232	09.62979579027109e-05	01.84604233500345e-05
233	09.63695968500527e-05	01.84741566142187e-05
234	09.64417992672911e-05	01.84879978961955e-05
235	09.65141544476737e-05	01.85018684630333e-05
236	09.65862832978677e-05	01.85156956421275e-05
237	09.66578364919767e-05	01.85294124673237e-05
238	09.67284927109194e-05	01.85429573414041e-05
239	09.67979569625198e-05	01.85562737140476e-05
240	09.68659589843657e-05	01.85693097756555e-05
241	09.69322517291903e-05	01.85820181669978e-05
242	09.69966099235909e-05	01.85943557029182e-05
243	09.70588287032635e-05	01.86062831107064e-05
244	09.71187223192585e-05	01.86177647820867e-05
245	09.71761229152813e-05	01.86287685388247e-05
246	09.72308793749371e-05	01.86392654117429e-05
247	09.72828562220311e-05	01.86492294299075e-05
248	09.73319325951308e-05	01.86586374240502e-05
249	09.73780012745929e-05	01.86674688400488e-05
250	09.74209677605200e-05	01.86757055621699e-05
251	09.74607494144088e-05	01.86833317485226e-05
252	09.74972746422875e-05	01.86903336744646e-05
253	09.75304821327441e-05	01.86966995865314e-05
254	09.75603201291652e-05	01.87024195629239e-05
255	09.75867457624759e-05	01.87074853855938e-05
256	09.76097244047909e-05	01.87118904163378e-05
257	09.76292290806170e-05	01.87156294839244e-05
258	09.76452398971949e-05	01.87186987748901e-05
259	09.76577435234853e-05	01.87210957336602e-05
260	09.76667326928520e-05	01.87228189672125e-05
261	09.76722057407132e-05	01.87238681564449e-05
262	09.76741661664623e-05	01.87242439721949e-05
263	09.76726222310547e-05	01.87239479980967e-05
264	09.76675865714613e-05	01.87229826566713e-05
265	09.76590758425915e-05	01.87213511406831e-05
266	09.76471103846931e-05	01.87190573493796e-05
267	09.76317139096569e-05	01.87161058283561e-05
268	09.76129132051263e-05	01.87125017128331e-05
269	09.75907378638595e-05	01.87082506757744e-05
270	09.75652200260507e-05	01.87033588784904e-05
271	09.75363941370291e-05	01.86978329241880e-05
272	09.75042967286998e-05	01.86916798160734e-05
273	09.74689662052034e-05	01.86849069162619e-05
274	09.74304426547590e-05	01.86775219097089e-05
275	09.73887676579828e-05	01.86695327674638e-05
276	09.73439841278328e-05	01.86609477159873e-05
277	09.72961361455741e-05	01.86517752057059e-05
278	09.72452688168746e-05	01.86420238834252e-05
279	09.71914281315805e-05	01.86317025654489e-05
280	09.71346608401945e-05	01.86208202138991e-05
281	09.70750143311932e-05	01.86093859131985e-05
282	09.70125365247967e-05	01.85974088497054e-05
283	09.69472757677642e-05	01.85848982915461e-05
284	09.68792807390979e-05	01.85718635705383e-05
285	09.68086003647513e-05	01.85583140658407e-05
286	09.67352837316029e-05	01.85442591874612e-05
287	09.66593800174663e-05	01.85297083628402e-05
288	09.65809384170870e-05	01.85146710226640e-05
289	09.65000080800368e-05	01.84991565889590e-05
290	09.64166380528020e-05	01.84831744639900e-05
291	09.63308772190620e-05	01.84667340188116e-05
292	09.62427742561771e-05	01.84498445849267e-05
293	09.61523775870856e-05	01.84325154450653e-05
294	09.60597353348159e-05	01.84147558244644e-05
295	09.59648952882152e-05	01.83965748842979e-05
296	09.58679048641748e-05	01.83779817144355e-05
297	09.57688110776725e-05	01.83589853276996e-05
298	09.56676605114828e-05	01.83395946540590e-05
299	09.55644992900508e-05	01.83198185356197e-05
300	09.54593730556760e-05	01.82996657220604e-05
301	09.53523269487476e-05	01.82791448668428e-05
302	09.52434055875578e-05	01.82582645233421e-05
303	09.51326530500135e-05	01.82370331413410e-05
304	09.50201128618356e-05	01.82154590647676e-05
305	09.49058279803496e-05	01.81935505285879e-05
306	09.47898407851499e-05	01.81713156570164e-05
307	09.46721930688111e-05	01.81487624617350e-05
308	09.45529260244499e-05	01.81258988395091e-05
309	09.44320802441979e-05	01.81027325718944e-05
310	09.43096957099343e-05	01.80792713234608e-05
311	09.41858117898166e-05	01.80555226411269e-05
312	09.40604672353707e-05	01.80314939536024e-05
313	09.39337001771016e-05	01.80071925705466e-05
314	09.38055481259524e-05	01.79826256828481e-05
315	09.36760479706317e-05	01.79578003621126e-05
316	09.35452359778966e-05	01.79327235607167e-05
317	09.34131477958570e-05	01.79074021124421e-05
318	09.32798184505935e-05	01.78818427318264e-05
319	09.31452823565672e-05	01.78560520161594e-05
320	09.30095733098400e-05	01.78300364441828e-05
321	09.28727244994376e-05	01.78038023782691e-05
322	09.27347685057368e-05	01.77773560641119e-05
323	09.25957373107762e-05	01.77507036327028e-05
324	09.24556622964894e-05	01.77238510999927e-05
325	09.23145742529588e-05	01.76968043684740e-05
326	09.21725033855628e-05	01.76695692285503e-05
327	09.20294793175803e-05	01.76421513590368e-05
328	09.18855310984019e-05	01.76145563287330e-05
329	09.17406872081868e-05	01.75867895973165e-05
330	09.15949755679182e-05	01.75588565172703e-05
331	09.14484235398405e-05	01.75307623339663e-05
332	09.13010579406793e-05	01.75025121882000e-05
333	09.11529050456257e-05	01.74741111169542e-05
334	09.10039905954667e-05	01.74455640547657e-05
335	09.08543398055860e-05	01.74168758354511e-05
336	09.07039773703583e-05	01.73880511929488e-05
337	09.05529274741502e-05	01.73590947634283e-05
338	09.04012137981680e-05	01.73300110866025e-05
339	09.02488595237571e-05	01.73008046063607e-05
340	09.00958873462225e-05	01.72714796734175e-05
341	08.99423194789552e-05	01.72420405461041e-05
342	08.97881776614981e-05	01.72124913919146e-05
343	08.96334831698168e-05	01.71828362894747e-05
344	08.94782568177126e-05	01.71530792288129e-05
345	08.93225189712207e-05	01.71232241141201e-05
346	08.91662895543010e-05	01.70932747648413e-05
347	08.90095880547928e-05	01.70632349168164e-05
348	08.88524335309235e-05	01.70331082235283e-05
349	08.86948446245987e-05	01.70028982586507e-05
350	08.85368395629900e-05	01.69726085163522e-05
351	08.83784361685379e-05	01.69422424132141e-05
352	08.82196518662068e-05	01.69118032896209e-05
353	08.80605036899180e-05	01.68812944109939e-05
354	08.79010082933815e-05	01.68507189698676e-05
355	08.77411819482508e-05	01.68200800855354e-05
356	08.75810405638820e-05	01.67893808078384e-05
357	08.74205996838446e-05	01.67586241164958e-05
358	08.72598744983429e-05	01.67278129234861e-05
359	08.70988798484848e-05	01.66969500738660e-05
360	08.69376302360348e-05	01.66660383476396e-05
361	08.67761398261035e-05	01.66350804602739e-05
362	08.66144224576489e-05	01.66040790647121e-05
363	08.64524916458473e-05	01.65730367518285e-05
364	08.62903605937246e-05	01.65419560526573e-05
365	08.61280421940159e-05	01.65108394387500e-05
366	08.59655490367211e-05	01.64796893236232e-05
367	08.58028934168630e-05	01.64485080642462e-05
368	08.56400873379621e-05	01.64172979617069e-05
369	08.54771425200810e-05	01.63860612627540e-05
370	08.53140704042179e-05	01.63548001606395e-05
371	08.51508821594305e-05	01.63235167964838e-05
372	08.49875886886833e-05	01.62922132603970e-05
373	08.48242006297941e-05	01.62608915916604e-05
374	08.46607283680908e-05	01.62295537811528e-05
375	08.44971820394645e-05	01.61982017719353e-05
376	08.43335715297116e-05	01.61668374591261e-05
377	08.41699064907709e-05	01.61354626930122e-05
378	08.40061963335405e-05	01.61040792776730e-05
379	08.38424502438341e-05	01.60726889740391e-05
380	08.36786771801183e-05	01.60412934994582e-05
381	08.35148858821516e-05	01.60098945293516e-05
382	08.33510848726151e-05	01.59784936975264e-05
383	08.31872824652648e-05	01.59470925977389e-05
384	08.30234867675361e-05	01.59156927841931e-05
385	08.28597056831306e-05	01.58842957720372e-05
386	08.26959469227790e-05	01.58529030394268e-05
387	08.25322179992691e-05	01.58215160265715e-05
388	08.23685262405227e-05	01.57901361382417e-05
389	08.22048787894585e-05	01.57587647437429e-05
390	08.20412826067396e-05	01.57274031774416e-05
391	08.18777444787650e-05	01.56960527402980e-05
392	08.17142710190994e-05	01.56647147001397e-05
393	08.15508686706376e-05	01.56333902920765e-05
394	08.13875437135994e-05	01.56020807200335e-05
395	08.12243022656762e-05	01.55707871567787e-05
396	08.10611502903271e-05	01.55395107455138e-05
397	08.08980935911119e-05	01.55082525987874e-05
398	08.07351378258885e-05	01.54770138012172e-05
399	08.05722885026629e-05	01.54457954086937e-05
400	08.04095509884264e-05	01.54145984500752e-05
401	08.02469305053179e-05	01.53834239264513e-05
402	08.00844321426049e-05	01.53522728134402e-05
403	07.99220608518715e-05	01.53211460602659e-05
404	07.97598214549252e-05	01.52900445912741e-05
405	07.95977186449504e-05	01.52589693061534e-05
406	07.94357569906412e-05	01.52279210807275e-05
407	07.92739409375479e-05	01.51969007672131e-05
408	07.91122748117005e-05	01.51659091949150e-05
409	07.89507628215179e-05	01.51349471705916e-05
410	07.87894090618601e-05	01.51040154792321e-05
411	07.86282175157796e-05	01.50731148843918e-05
412	07.84671920588725e-05	01.50422461290269e-05
413	07.83063364586889e-05	01.50114099353808e-05
414	07.81456543776533e-05	01.49806070055443e-05
415	07.79851493777375e-05	01.49498380223511e-05
416	07.78248249229654e-05	01.49191036498585e-05
417	07.76646843793815e-05	01.48884045333409e-05
418	07.75047310172086e-05	01.48577412997035e-05
419	07.73449680154121e-05	01.48271145583575e-05
420	07.71853984626597e-05	01.47965249014038e-05
421	07.70260253581206e-05	01.47659729037865e-05
422	07.68668516160432e-05	01.47354591241700e-05
423	07.67078800671525e-05	01.47049841052075e-05
424	07.65491134576580e-05	01.46745483733504e-05
425	07.63905544551366e-05	01.46441524399760e-05
426	07.62322056484004e-05	01.46137968013623e-05
427	07.60740695508384e-05	01.45834819393290e-05
428	07.59161485983210e-05	01.45532083208348e-05
429	07.57584451572957e-05	01.45229763995305e-05
430	07.56009615191523e-05	01.44927866146778e-05
431	07.54436999098094e-05	01.44626393929879e-05
432	07.52866624840377e-05	01.44325351475327e-05
433	07.51298513316317e-05	01.44024742789279e-05
434	07.49732684773832e-05	01.43724571753284e-05
435	07.48169158836195e-05	01.43424842129145e-05
436	07.46607954494597e-05	01.43125557557494e-05
437	07.45049090145636e-05	01.42826721564978e-05
438	07.43492583607594e-05	01.42528337567382e-05
439	07.41938452110958e-05	01.42230408867809e-05
440	07.40386712325365e-05	01.41932938661846e-05
441	07.38837380386720e-05	01.41635930042763e-05
442	07.37290471887644e-05	01.41339385999685e-05
443	07.35746001906789e-05	01.41043309423203e-05
444	07.34203985003362e-05	01.40747703104334e-05
445	07.32664435242891e-05	01.40452569739456e-05
446	07.31127366209690e-05	01.40157911932696e-05
447	07.29592791029392e-05	01.39863732200251e-05
448	07.28060722336874e-05	01.39570032964243e-05
449	07.26531172340156e-05	01.39276816564960e-05
450	07.25004152796401e-05	01.38984085256266e-05
451	07.23479675042922e-05	01.38691841211534e-05
452	07.21957749984841e-05	01.38400086521288e-05
453	07.20438388133409e-05	01.38108823200547e-05
454	07.18921599597161e-05	01.37818053187128e-05
455	07.17407394091362e-05	01.37527778343457e-05
456	07.15895780956240e-05	01.37238000460067e-05
457	07.14386769154365e-05	01.36948721255092e-05
458	07.12880367312765e-05	01.36659942382343e-05
459	07.11376583664634e-05	01.36371665420131e-05
460	07.09875426143043e-05	01.36083891889236e-05
461	07.08376902308678e-05	01.35796623239049e-05
462	07.06881019420805e-05	01.35509860861179e-05
463	07.05387784403172e-05	01.35223606082916e-05
464	07.03897203883569e-05	01.34937860174815e-05
465	07.02409284178152e-05	01.34652624347690e-05
466	07.00924031310869e-05	01.34367899756338e-05
467	06.99441450996380e-05	01.34083687496265e-05
468	06.97961548708923e-05	01.33799988616890e-05
469	06.96484329596189e-05	01.33516804105029e-05
470	06.95009798596177e-05	01.33234134907304e-05
471	06.93537960330675e-05	01.32951981909715e-05
472	06.92068819207335e-05	01.32670345957214e-05
473	06.90602379358739e-05	01.32389227842022e-05
474	06.89138644696066e-05	01.32108628313916e-05
475	06.87677618868419e-05	01.31828548072433e-05
476	06.86219305324669e-05	01.31548987778726e-05
477	06.84763707266828e-05	01.31269948046623e-05
478	06.83310827692814e-05	01.30991429450829e-05
479	06.81860669367808e-05	01.30713432521431e-05
480	06.80413234871302e-05	01.30435957752922e-05
481	06.78968526559111e-05	01.30159005596914e-05
482	06.77526546602978e-05	01.29882576469732e-05
483	06.76087296987301e-05	01.29606670751787e-05
484	06.74650779492041e-05	01.29331288784300e-05
485	06.73216995721800e-05	01.29056430874875e-05
486	06.71785947096802e-05	01.28782097295770e-05
487	06.70357634867460e-05	01.28508288286691e-05
488	06.68932060123518e-05	01.28235004056542e-05
489	06.67509223776720e-05	01.27962244780107e-05
490	06.66089126585180e-05	01.27690010602717e-05
491	06.64671769143472e-05	01.27418301638352e-05
492	06.63257151900597e-05	01.27147117973085e-05
493	06.61845275144717e-05	01.26876459662159e-05
494	06.60436139033428e-05	01.26606326735783e-05
495	06.59029743574497e-05	01.26336719195448e-05
496	06.57626088634109e-05	01.26067637015501e-05
497	06.56225173960140e-05	01.25799080147609e-05
498	06.54826999152834e-05	01.25531048515139e-05
499	06.53431563689280e-05	01.25263542017848e-05
500	06.52038866924480e-05	01.24996560532089e-05
501	06.50648908094718e-05	01.24730103911456e-05
502	06.49261686308279e-05	01.24464171985009e-05
503	06.47877200580570e-05	01.24198764563998e-05
504	06.46495449785773e-05	01.23933881432603e-05
505	06.45116432728802e-05	01.23669522361725e-05
506	06.43740148053896e-05	01.23405687091463e-05
507	06.42366594357547e-05	01.23142375352763e-05
508	06.40995770097035e-05	01.22879586849884e-05
509	06.39627673652291e-05	01.22617321272257e-05
510	06.38262303309100e-05	01.22355578291265e-05
511	06.36899657248780e-05	01.22094357558265e-05
512	06.35539733560926e-05	01.21833658707030e-05
513	06.34182530269641e-05	01.21573481358778e-05
514	06.32828045283841e-05	01.21313825112647e-05
515	06.31476276457842e-05	01.21054689557306e-05
516	06.30127221544384e-05	01.20796074261953e-05
517	06.28780878232556e-05	01.20537978783584e-05
518	06.27437244125705e-05	01.20280402662759e-05
519	06.26096316751820e-05	01.20023345425589e-05
520	06.24758093565792e-05	01.19766806584175e-05
521	06.23422571970363e-05	01.19510785640619e-05
522	06.22089749281742e-05	01.19255282080436e-05
523	06.20759622749095e-05	01.19000295376289e-05
524	06.19432189568740e-05	01.18745824990707e-05
525	06.18107446870864e-05	01.18491870373545e-05
526	06.16785391705774e-05	01.18238430959343e-05
527	06.15466021103716e-05	01.17985506178797e-05
528	06.14149332001625e-05	01.17733095444714e-05
529	06.12835321293330e-05	01.17481198161636e-05
530	06.11523985828677e-05	01.17229813725677e-05
531	06.10215322384505e-05	01.16978941518952e-05
532	06.08909327701876e-05	01.16728580916720e-05
533	06.07605998462888e-05	01.16478731282936e-05
534	06.06305331317088e-05	01.16229391975313e-05
535	06.05007322839823e-05	01.15980562337342e-05
536	06.03711969588600e-05	01.15732241709094e-05
537	06.02419268072868e-05	01.15484429421426e-05
538	06.01129214726134e-05	01.15237124790637e-05
539	05.99841805992376e-05	01.14990327135035e-05
540	05.98557038241094e-05	01.14744035758647e-05
541	05.97274907798187e-05	01.14498249957146e-05
542	05.95995410978416e-05	01.14252969024067e-05
543	05.94718544052894e-05	01.14008192244578e-05
544	05.93444303226704e-05	01.13763918891190e-05
545	05.92172684713036e-05	01.13520148237966e-05
546	05.90903684670526e-05	01.13276879548513e-05
547	05.89637299225913e-05	01.13034112080324e-05
548	05.88373524472788e-05	01.12791845084534e-05
549	05.87112356482325e-05	01.12550077807984e-05
550	05.85853791286020e-05	01.12308809489907e-05
551	05.84597824912929e-05	01.12068039369070e-05
552	05.83344453326722e-05	01.11827766671702e-05
553	05.82093672483597e-05	01.11587990622603e-05
554	05.80845478328661e-05	01.11348710444446e-05
555	05.79599866757592e-05	01.11109925350427e-05
556	05.78356833656677e-05	01.10871634551943e-05
557	05.77116374872839e-05	01.10633837252845e-05
558	05.75878486266733e-05	01.10396532659616e-05
559	05.74643163638130e-05	01.10159719967067e-05
560	05.73410402768531e-05	01.09923398366508e-05
561	05.72180199471714e-05	01.09687567055435e-05
562	05.70952549471623e-05	01.09452225214123e-05
563	05.69727448505365e-05	01.09217372025372e-05
564	05.68504892310237e-05	01.08983006672017e-05
565	05.67284876572788e-05	01.08749128327164e-05
566	05.66067397001094e-05	01.08515736168047e-05
567	05.64852449233967e-05	01.08282829358621e-05
568	05.63640028959393e-05	01.08050407072269e-05
569	05.62430131794316e-05	01.07818468468753e-05
570	05.61222753376901e-05	01.07587012711906e-05
571	05.60017889309623e-05	01.07356038958718e-05
